,companyName,layoffDate,noticeDate,numAffected,State
936,"Lucira Health, Inc.",2022-12-30,2022-10-28,5,CA
937,"Great America Trans, Inc.",2022-12-30,2022-10-27,9,CA
938,Chinese Community Health Care Association,2022-12-31,2022-10-31,68,CA
939,"Legoland California, LLC dba Legoland California Resort",2023-01-14,2022-10-31,558,CA
940,Cepheid,2022-10-18,2022-08-16,632,CA
941,Cepheid,2022-10-18,2022-08-16,36,CA
942,Cepheid,2022-10-18,2022-08-16,250,CA
943,Cepheid,2022-10-18,2022-08-16,1,CA
944,Cepheid,2022-10-18,2022-08-16,1,CA
945,Cepheid,2022-10-18,2022-08-16,1,CA
946,Cepheid,2022-10-18,2022-08-16,1,CA
947,Cepheid,2022-10-18,2022-08-16,1,CA
948,Cepheid,2022-10-18,2022-08-16,1,CA
949,Cepheid,2022-10-18,2022-08-16,1,CA
950,Cepheid,2022-10-18,2022-08-16,20,CA
951,Cepheid,2022-10-18,2022-08-16,1,CA
952,Cepheid,2022-10-18,2022-08-16,1,CA
953,Cepheid,2022-10-18,2022-08-16,1,CA
954,"Mindbody, Inc.",2022-11-01,2022-10-26,94,CA
955,"Demetrix, Inc.",2022-11-30,2022-09-30,4,CA
956,Selman Breitman LLP,2022-12-31,2022-10-28,81,CA
957,Scotts Temecula Operations LLC,2022-12-31,2022-10-27,15,CA
958,"Roth Staffing Companies, L.P. dba Ultimate Staffing Services at FormFactor, Inc.",2022-10-25,2022-10-25,164,CA
959,Pennymac,2022-12-30,2022-10-25,12,CA
960,Pennymac,2022-12-30,2022-10-25,27,CA
961,Pennymac,2022-12-30,2022-10-25,10,CA
962,TAP Manufacturing LLC and TAP Worldwide LLC dba 4 Wheel Parts,2022-12-31,2022-10-05,293,CA
963,Terre du Soleil dba Auberge du Soleil,2023-01-02,2022-10-25,206,CA
964,"CareFusion Resources, LLC, a subsidiary of Becton, Dickinson and Company",2022-10-14,2022-09-30,26,CA
965,"CareFusion Resources, LLC, a subsidiary of Becton, Dickinson and Company",2022-10-14,2022-09-30,58,CA
966,Pennymac,2022-12-30,2022-10-25,20,CA
967,Pennymac,2022-12-30,2022-10-25,1,CA
968,FormFactor,2022-10-28,2022-10-25,52,CA
969,Jabil Inc.,2022-12-18,2022-10-24,51,CA
970,"Jabil, Inc.",2022-12-23,2022-10-24,549,CA
971,"Jabil, Inc.",2022-12-23,2022-10-24,123,CA
972,UTC Restaurant Ventures LLC dba Great Maple,2022-12-23,2022-10-23,61,CA
973,Jabil Inc.,2022-12-25,2022-10-21,83,CA
974,Zekelman Industries dba Western  Tube,2022-12-29,2022-10-24,170,CA
975,"Avanir Pharmaceuticals, Inc.",2022-12-31,2022-10-24,109,CA
976,Zymergen Inc.,2022-12-19,2022-10-18,110,CA
977,Ademco Inc.,2022-12-20,2022-10-20,127,CA
978,"Starry, Inc.",2022-10-21,2022-10-20,56,CA
979,Jabil Inc.,2022-12-23,2022-10-20,73,CA
980,Jabil Inc.,2022-12-26,2022-10-20,484,CA
981,"Astreya Partners, LLC at Meta Platforms Inc. facility",2022-11-18,2022-10-18,144,CA
982,"Acuity Brands Lighting, Inc. dba Sunoptics",2022-12-09,2022-10-10,98,CA
983,Egomotion Corp. dba Zeus Living,2022-12-16,2022-10-17,31,CA
984,CS DPS Holdings G4 Facility,2022-12-16,2022-10-17,103,CA
985,"Colonial Savings, F.A.",2022-12-31,2022-10-14,27,CA
986,"Colonial Savings, F.A.",2022-12-31,2022-10-14,27,CA
987,Clear Capital,2022-12-16,2022-10-11,108,CA
988,"Keeco, LLC",2022-12-30,2022-10-11,168,CA
989,"Grocery Delivery E-Services USA, Inc. dba HelloFresh",2022-12-11,2022-10-10,611,CA
990,King's Fish House,2023-01-08,2022-10-06,94,CA
991,The Honest Kitchen,2022-12-06,2022-10-07,6,CA
992,BioMarin Pharmaceutical Inc.,2022-12-06,2022-10-06,62,CA
993,BioMarin Pharmaceutical Inc.,2022-12-06,2022-10-06,32,CA
994,"Buca Restaurants 2, Inc. dba Buca di Beppo Italian Restaurant",2022-12-02,2022-10-03,44,CA
995,Skinny Labs Inc. dba SPIN,2022-11-29,2022-09-29,49,CA
996,"Alforex Seeds, LLC wholly owned subsidiary of Corteva, Inc.",2022-12-11,2022-09-30,7,CA
997,"Oracle America, Inc.",2022-10-03,2022-08-04,201,CA
998,Airgas,2022-12-01,2022-09-30,28,CA
999,Albertson's Santa Fe Springs Pharmacy,2022-12-02,2022-09-29,21,CA
1000,Amentum,2022-10-15,2022-09-16,70,CA
1001,"NBCUniversal Media, LLC and NBC West, LLC",2022-11-14,2022-09-14,10,CA
1002,"Lucas Oil Products, Inc. with subsidiaries of Mav'rick Entertainment Network, Inc.",2022-11-28,2022-09-28,93,CA
1003,"Dreyer's Grand Ice Cream, Inc.",2022-11-22,2022-09-20,308,CA
1004,"Dreyer's Grand Ice Cream, Inc.",2022-11-23,2022-09-21,905,CA
1005,Hallcon Corporation,2022-11-25,2022-09-26,63,CA
1006,"WeDriveU, Inc.",2022-11-26,2022-09-26,51,CA
1007,"WeDriveU, Inc.",2022-11-26,2022-09-26,46,CA
1008,"Nutrition Corp, Inc. dba Fresh &lsquo;N Lean",2022-11-27,2022-09-26,353,CA
1009,Summit Funding Inc.,2022-11-23,2022-09-23,72,CA
1010,Kitty Hawk Corporation Location 1,2022-11-02,2022-09-21,18,CA
1011,Kitty Hawk Corporation Location 2,2022-11-02,2022-09-21,69,CA
1012,Kitty Hawk Corporation Location 3,2022-11-02,2022-09-21,11,CA
1013,Kitty Hawk Corporation Location 4,2022-11-02,2022-09-21,2,CA
1014,Schneider Electric,2022-11-23,2022-09-22,15,CA
1015,"Gap, Inc.",2022-11-07,2022-09-20,104,CA
1016,"Gap, Inc.",2022-11-07,2022-09-20,7,CA
1017,"Tremor International, LTD",2022-11-18,2022-09-19,49,CA
1018,Onsemi,2022-11-17,2022-09-19,88,CA
1019,Nordstrom,2022-11-21,2022-09-20,79,CA
1020,"Granular, Inc. wholly owned subsidiary of Corteva, Inc.",2022-11-18,2022-09-19,57,CA
1021,"Direct Delivery Service, Inc.",2022-11-08,2022-09-08,49,CA
1022,"Direct Delivery Service, Inc.",2022-11-08,2022-09-08,49,CA
1023,"Direct Delivery Service, Inc.",2022-11-08,2022-09-08,41,CA
1024,"G&C Staffing, LLC",2022-11-15,2022-09-16,66,CA
1025,"Genapsys, Inc.",2022-09-14,2022-09-14,1,CA
1026,"Curative, Inc.",2022-11-02,2022-09-02,109,CA
1027,Bakersfield Heart Hospital,2022-11-05,2022-09-06,115,CA
1028,Musco Family Olive Co.,2022-11-07,2022-09-14,13,CA
1029,Transamerican Auto Parts (TAP) Manufacturing LLC and TAP Worldwide LLC,2022-11-08,2022-09-08,73,CA
1030,Twilio,2022-11-15,2022-09-14,108,CA
1031,"Brentwood Originals, Inc.",2022-11-18,2022-09-14,113,CA
1032,Hobie Cat Co.,2022-11-30,2022-09-07,137,CA
1033,"Marriott Resorts Hospitality Corporation and Marriott Ownership Resorts, Inc.",2022-11-11,2022-09-13,69,CA
1034,AbbVie Inc.,2022-11-23,2022-09-13,99,CA
1035,Mouser Electronics,2022-12-16,2022-09-13,10,CA
1036,USRA at ARC,2022-09-30,2022-09-09,4,CA
1037,USRA at ARC,2022-10-14,2022-09-09,2,CA
1038,Bristol-Myers Squibb,2022-11-17,2022-09-07,92,CA
1039,Bristol-Myers Squibb,2022-11-17,2022-09-07,169,CA
1040,USRA at ARC,2023-01-31,2022-09-09,4,CA
1041,USRA at ARC,2023-02-28,2022-09-09,1,CA
1042,USRA at ARC,2023-04-28,2022-09-09,5,CA
1043,USRA at ARC,2023-04-30,2022-09-09,1,CA
1044,USRA at ARC,2023-05-31,2022-09-09,3,CA
1045,USRA at ARC,2023-06-15,2022-09-09,3,CA
1046,USRA at ARC,2023-06-16,2022-09-09,8,CA
1047,USRA at ARC,2023-06-30,2022-09-09,2,CA
1048,USRA at ARC,2023-09-23,2022-09-09,1,CA
1049,USRA at ARC,2023-09-29,2022-09-09,2,CA
1050,USRA at ARC,2023-09-30,2022-09-09,1,CA
1051,USRA at ARC,2023-10-28,2022-09-09,2,CA
1052,USRA at ARC,2024-09-20,2022-09-09,1,CA
1053,USRA at ARC,2024-09-30,2022-09-09,1,CA
1054,"Clairemont Healthcare & Wellness Centre, LLC dba Abby Gardens Healthcare Center",2022-10-22,2022-08-18,104,CA
1055,Temple-Culberson Enterprises LLC,2022-11-08,2022-09-08,50,CA
1056,Fresh Ideas Flower Company,2022-11-05,2022-09-06,13,CA
1057,"Eko Devices, Inc.",2022-12-31,2022-08-05,5,CA
1058,Sierra Monitor Corporation,2023-04-30,2022-09-07,26,CA
1059,"GoodRx, Inc.",2022-10-30,2022-08-31,69,CA
1060,Triple B Corporation at Jardines Farming and Harvesting Operations,2022-11-11,2022-09-08,48,CA
1061,Syncreon,2022-11-11,2022-09-06,33,CA
1062,"Reali, Inc.",2022-09-09,2022-09-03,132,CA
1063,"ABM Industry Groups, LLC",2022-10-31,2022-09-01,66,CA
1064,USRA at AFRC,2022-10-14,2022-09-01,17,CA
1065,Bakersfield Physical Therapy Clinic,2022-10-31,2022-09-01,9,CA
1066,USRA at AFRC,2023-01-31,2022-09-01,5,CA
1067,"Snap Inc., subsidiary of PSA Risk Management Services",2022-09-01,2022-08-31,44,CA
1068,"Snap, Inc. wholly owned subsidiary of PSA Risk Management Services Inc.",2022-09-01,2022-08-31,40,CA
1069,Elwyn California,2022-09-30,2022-09-01,51,CA
1070,"Snap, Inc. wholly owned subsidiary of PSA Risk Management Services Inc.",2022-09-01,2022-08-31,401,CA
1071,Infineon Technologies Americas Corp.,2022-11-01,2022-08-31,375,CA
1072,Mechanics Bank,2022-10-03,2022-08-25,56,CA
1073,Dacor,2022-10-28,2022-08-26,91,CA
1074,"NBCUniversal Media, LLC and NBCUniversal Production Services, LLC",2022-10-25,2022-08-26,37,CA
1075,"Santa Teresita, Inc.",2022-10-31,2022-08-29,96,CA
1076,Zymergen Inc.,2022-10-24,2022-08-25,80,CA
1077,"Cal-Multi, LLC",2022-10-31,2022-08-26,100,CA
1078,"PACT Pharma, Inc.",2022-09-30,2022-08-19,51,CA
1079,King&rsquo;s Fish House,2022-10-11,2022-07-21,74,CA
1080,Promenade Care Center LLC,2022-09-30,2022-08-03,111,CA
1081,Silgan Containers,2022-10-03,2022-07-29,51,CA
1082,Silgan Containers,2022-10-10,2022-08-11,35,CA
1083,Timber Products Company,2022-08-10,2022-08-15,145,CA
1084,Malwarebytes,2022-08-15,2022-08-12,47,CA
1085,Atara Biotherapeutics,2022-10-07,2022-08-08,14,CA
1086,Atara Biotherapeutics,2022-10-07,2022-08-08,55,CA
1087,Atara Biotherapeutics,2022-10-07,2022-08-08,8,CA
1088,"Avanir Pharmaceuticals, Inc.",2022-10-14,2022-08-15,16,CA
1089,Autodesk,2022-10-14,2022-08-15,578,CA
1090,"Teva Parental Medicines, Inc.",2022-06-14,2022-03-22,305,CA
1091,Shift Technologies Inc.,2022-10-08,2022-08-09,77,CA
1092,Shift Technologies Inc.,2022-10-08,2022-08-09,52,CA
1093,Shift Technologies Inc.,2022-10-08,2022-08-09,81,CA
1094,Shift Technologies Inc.,2022-10-08,2022-08-09,53,CA
1095,Shift Technologies Inc.,2022-10-08,2022-08-09,33,CA
1096,"Tempo Automation, Inc.",2022-08-19,2022-08-08,54,CA
1097,"Wallboard Tool Co., Inc.",2022-09-30,2022-08-01,100,CA
1098,Fasnap Corporation,2022-10-31,2022-08-11,5,CA
1099,"HCI, LLC",2022-08-08,2022-08-08,111,CA
1100,"HCI, LLC",2022-08-08,2022-08-08,30,CA
1101,"HCI, LLC",2022-08-08,2022-08-08,31,CA
1102,"HCI, LLC",2022-08-08,2022-08-08,109,CA
1103,San Francisco Housing Authority,2022-09-30,2022-07-29,15,CA
1104,San Francisco Housing Authority,2022-09-30,2022-07-29,65,CA
1105,San Francisco Housing Authority,2022-09-30,2022-07-29,66,CA
1106,Godspeed Logistics LLC,2022-10-04,2022-08-03,64,CA
1107,Hubbell Power Systems,2022-10-05,2022-08-05,193,CA
1108,"Safran Cabin Galleys US, Inc.",2022-10-07,2022-08-04,100,CA
1109,"Modern Times Drinks, Inc.",2022-10-04,2022-08-09,33,CA
1110,"Modern Times Drinks, Inc.",2022-10-04,2022-08-09,57,CA
1111,"Modern Times Drinks, Inc.",2022-10-04,2022-08-09,16,CA
1112,"Modern Times Drinks, Inc.",2022-10-04,2022-08-09,3,CA
1113,"Modern Times Drinks, Inc.",2022-10-04,2022-08-09,15,CA
1114,"The Lafayette Hotel, Swim Club & Bungalows",2022-10-02,2022-08-01,73,CA
1115,"Rivian Automotive, LLC",2022-10-07,2022-07-27,111,CA
1116,"Rivian Automotive, LLC",2022-10-07,2022-07-27,77,CA
1117,"Rivian Automotive, LLC",2022-10-07,2022-07-27,20,CA
1118,"Rivian Automotive, LLC",2022-10-07,2022-07-27,25,CA
1119,"Rivian Automotive, LLC",2022-10-07,2022-07-27,21,CA
1120,"Rivian Automotive, LLC",2022-10-07,2022-07-27,86,CA
1121,"Rivian Automotive, LLC",2022-10-07,2022-07-27,9,CA
1122,"Rivian Automotive, LLC",2022-10-07,2022-07-27,2,CA
1123,"Brinker International Payroll Company, L.P.",2022-09-30,2022-07-25,133,CA
1124,"Robinhood Markets, Inc.",2022-10-01,2022-08-02,146,CA
1125,"Plaza Palace, Inc. dba Palace Food Depot",2022-10-01,2022-07-28,68,CA
1126,Talis Biomedical Corporation,2022-08-01,2022-08-01,57,CA
1127,Bayview Hunters Point,2022-09-30,2022-08-01,82,CA
1128,Alza Corporation,2022-10-07,2022-08-01,28,CA
1129,"RingCentral, Inc.",2022-09-18,2022-07-20,25,CA
1130,"RingCentral, Inc.",2022-09-25,2022-07-20,25,CA
1131,Zymergen Inc.,2022-09-26,2022-07-26,74,CA
1132,Inland SoCal United Way,2022-10-03,2022-07-27,136,CA
1133,Owens Corning,2022-10-31,2022-07-28,225,CA
1134,"Imperfect Foods, Inc.",2022-09-16,2022-07-18,50,CA
1135,Invitae Corporation,2022-09-18,2022-07-18,48,CA
1136,Invitae Corporation,2022-09-18,2022-07-18,736,CA
1137,Adventist Health,2022-07-19,2022-07-22,52,CA
1138,Schneider Electric,2022-09-23,2022-07-25,9,CA
1139,"Rise Baking Company dba Brill, Inc.",2022-09-30,2022-07-21,78,CA
1140,"Amy&rsquo;s Kitchen, Inc.",2022-09-16,2022-07-19,331,CA
1141,CytomX Therapeutics Inc.,2022-07-13,2022-07-13,66,CA
1142,Urbn Leaf dba Uprooted Inc.,2022-09-12,2022-07-14,58,CA
1143,"Tonal Systems, Inc.",2022-09-12,2022-07-13,80,CA
1144,OnePointOne Inc.,2022-09-14,2022-07-14,14,CA
1145,Gardena Honda,2022-09-15,2022-07-15,90,CA
1146,Restoration Hardware Inc.,2022-10-01,2022-07-20,55,CA
1147,Data Aire Inc.,2022-10-03,2022-07-20,85,CA
1148,Pennymac,2022-07-18,2022-05-19,30,CA
1149,Pennymac,2022-07-18,2022-05-19,2,CA
1150,North Bay Health,2022-08-22,2022-07-11,99,CA
1151,North Bay Health,2022-08-22,2022-07-11,60,CA
1152,North Bay Health,2022-08-22,2022-07-11,4,CA
1153,North Bay Health,2022-08-22,2022-07-11,26,CA
1154,B&H Flowers,2022-06-01,2022-06-01,80,CA
1155,The Permanente Federation dba Permanente Advantage LLC,2022-07-11,2022-05-11,19,CA
1156,"Freshly, Inc.",2022-09-10,2022-07-12,104,CA
1157,"Adverum Biotechnologies, Inc.",2022-07-07,2022-07-07,27,CA
1158,"Adverum Biotechnologies, Inc.",2022-07-07,2022-07-07,51,CA
1159,Life Cycle Engineering,2022-09-02,2022-07-13,69,CA
1160,"ADP, Inc.",2022-09-16,2022-07-12,12,CA
1161,Performance Team,2022-08-31,2022-07-11,153,CA
1162,"Anheuser-Busch, LLC",2022-09-09,2022-07-07,142,CA
1163,Texana Bank,2022-09-05,2022-07-07,58,CA
1164,"Voxpro Group, LLC",2022-09-06,2022-07-07,180,CA
1165,First Student,2022-08-15,2022-07-05,54,CA
1166,First Student,2022-08-26,2022-07-01,105,CA
1167,First Student,2022-08-26,2022-07-01,71,CA
1168,First Student,2022-08-26,2022-07-01,176,CA
1169,Maxar Space LLC,2022-09-05,2022-07-06,125,CA
1170,Scotts Temecula Operations LLC,2022-09-09,2022-07-11,55,CA
1171,"JSL Transport, LLC",2022-08-31,2022-07-01,76,CA
1172,"JSL Transport, LLC",2022-08-31,2022-07-01,1,CA
1173,"JSL Transport, LLC",2022-08-31,2022-07-01,27,CA
1174,"JSL Transport, LLC",2022-08-31,2022-07-01,2,CA
1175,"Tesla, Inc.",2022-08-27,2022-06-27,20,CA
1176,"Tesla, Inc.",2022-08-27,2022-06-27,5,CA
1177,"Tesla, Inc.",2022-08-27,2022-06-27,2,CA
1178,"Tesla, Inc.",2022-08-27,2022-06-27,1,CA
1179,"Tesla, Inc.",2022-08-27,2022-06-27,41,CA
1180,PACT Pharma,2022-08-29,2022-06-30,94,CA
1181,"JSL Transport, LLC",2022-08-31,2022-07-01,4,CA
1182,"JSL Transport, LLC",2022-08-31,2022-07-01,10,CA
1183,"JSL Transport, LLC",2022-08-31,2022-07-01,1,CA
1184,"JSL Transport, LLC",2022-08-31,2022-07-01,9,CA
1185,"JSL Transport, LLC",2022-08-31,2022-07-01,6,CA
1186,"JSL Transport, LLC",2022-08-31,2022-07-01,18,CA
1187,"R.A. Phillips Industries, Inc.",2022-12-31,2022-06-20,211,CA
1188,"ABM Industry Groups, LLC dba Meta",2022-07-24,2022-07-01,368,CA
1189,PAE Shared Services LLC dba Amentum,2022-08-11,2022-06-15,37,CA
1190,PAE Shared Services LLC dba Amentum,2022-08-11,2022-06-15,25,CA
1191,PAE Shared Services LLC dba Amentum,2022-08-11,2022-06-15,68,CA
1192,"DailyLook, Inc.",2022-08-26,2022-06-27,80,CA
1193,AppLovin Corporation,2022-08-26,2022-06-27,62,CA
1194,"Tesla, Inc.",2022-08-27,2022-06-29,229,CA
1195,"Heron Therapeutics, Inc.",2022-08-28,2022-06-29,77,CA
1196,"Assembled Financial Technology, LLC",2022-08-21,2022-06-24,13,CA
1197,Cue Health Inc.,2022-08-23,2022-06-23,9,CA
1198,Cue Health Inc.,2022-08-23,2022-06-23,123,CA
1199,Cue Health,2022-08-23,2022-06-23,37,CA
1200,Amgen,2022-12-02,2022-06-15,2,CA
1201,Albertsons #632,2015-06-04,2015-06-04,38,CO
1202,Albertsons #8584,2015-03-24,2015-03-24,78,CO
1203,Ambassadors Group,2015-04-27,2015-04-27,1,CO
1204,Baker Hughes Inc.,2015-09-30,2015-09-30,17,CO
1205,Baker Hughes Inc.,2015-08-12,2015-08-12,124,CO
1206,"Baker Hughes, Inc.",2015-11-03,2015-11-03,2,CO
1207,Bayou Well Services,2015-05-15,2015-05-15,250,CO
1208,Bowie Resources LLC,2015-09-30,2015-09-30,78,CO
1209,Capstone Logistics,2015-04-03,2015-04-03,69,CO
1210,Climax Molybdenum Company,2015-11-03,2015-11-03,200,CO
1211,Corinthian Colleges Inc./Everest College,2015-01-30,2015-01-30,214,CO
1212,Curian Capital,2015-08-04,2015-08-04,224,CO
1213,Diamond Wire Material Technologies,2015-07-28,2015-07-28,45,CO
1214,ECMC Group,2015-09-01,2015-09-01,137,CO
1215,EOS CCA,2015-09-15,2015-09-15,60,CO
1216,Fidelity Exploration & Production Company,2015-11-04,2015-11-04,106,CO
1217,First Student,2015-04-30,2015-04-30,150,CO
1218,Frontier Airlines Inc.,2015-01-16,2015-01-16,1152,CO
1219,Intuit,2015-06-25,2015-06-25,59,CO
1220,Iqor Inc.,2015-01-02,2015-01-02,251,CO
1221,Jacobs Technology Inc - ETASS Group.,2016-02-29,2016-02-29,70,CO
1222,Jones International University,2016-01-31,2016-01-31,28,CO
1223,K-Mart-Sears Distribution Center,2015-01-06,2015-01-06,103,CO
1224,KIRA,2015-07-30,2015-07-30,364,CO
1225,Linn Energy,2015-04-15,2015-04-15,52,CO
1226,Lockheed Martin,2015-10-23,2015-10-23,126,CO
1227,Lockheed Martin,2015-07-20,2015-07-20,119,CO
1228,Lockheed Martin,2015-07-20,2015-07-20,130,CO
1230,MMC,2015-03-25,2015-03-25,64,CO
1231,Moneygram Payment Systems Inc. (MPSI),2015-07-31,2015-07-31,1,CO
1232,Moneygram Payment Systems Inc. (MPSI),2015-06-14,2015-06-14,1,CO
1233,Moneygram Payment Systems Inc. (MPSI),2015-05-31,2015-05-31,1,CO
1234,Moneygram Payment Systems Inc. (MPSI),2015-05-17,2015-05-17,1,CO
1235,Moneygram Payment Systems Inc. (MPSI),2015-05-02,2015-05-02,8,CO
1236,Moneygram Payment Systems Inc. (MPSI),2015-05-01,2015-05-01,1,CO
1237,Moneygram Payment Systems Inc. (MPSI),2015-04-30,2015-04-30,1,CO
1238,Moneygram Payment Systems Inc. (MPSI),2015-04-01,2015-04-01,1,CO
1239,Moneygram Payment Systems Inc. (MPSI),2015-03-30,2015-03-30,4,CO
1240,Moneygram Payment Systems Inc. (MPSI),2015-01-27,2015-01-27,7,CO
1241,Moneygram Payment Systems Inc. (MPSI),2015-01-06,2015-01-06,4,CO
1242,Newfield Exploration Company,2015-05-28,2015-05-28,91,CO
1243,Northwest Pipe Company,2016-07-12,2016-07-12,65,CO
1244,Ouray Silver Mines,2015-08-04,2015-08-04,82,CO
1245,Pioneer Natural Resources,2015-05-04,2015-05-04,75,CO
1246,Pioneer Natural Resources - Trinidad,2015-05-04,2015-05-04,102,CO
1247,Quad/Graphics,2015-08-27,2015-08-27,151,CO
1248,Qualcomm,2015-09-17,2015-09-17,158,CO
1249,Safeway,2016-01-04,2016-01-04,98,CO
1250,Select Medical,2015-09-25,2015-09-25,68,CO
1251,Serco-NA,2015-01-21,2015-01-21,69,CO
1252,Sinton Dairy Foods Company/ Borden,2015-03-16,2015-03-16,122,CO
1257,Sprint,2016-01-22,2016-01-22,247,CO
1258,Staples,2015-02-10,2015-02-10,59,CO
1259,Target Corporation - TCC Cooking Company LLC,2015-11-13,2015-11-13,241,CO
1260,Trulia,2015-02-17,2015-02-17,33,CO
1261,Union Pacific Company,2015-11-16,2015-11-16,300,CO
1262,Urban Fulfillment,2015-07-06,2015-07-06,265,CO
1263,UTI,2015-07-17,2015-07-17,10,CO
1264,VMWare,2016-01-26,2016-01-26,38,CO
1265,VMWare,2016-01-26,2016-01-26,48,CO
1266,Walmart Store #3021,2016-01-15,2016-01-15,65,CO
1267,Walmart Store #5002,2016-01-15,2016-01-15,78,CO
1268,Western Forge,2015-09-02,2015-09-02,150,CO
1269,WPX Energy,2015-03-02,2015-03-02,142,CO
1270,WPX Energy-Rev to 3/2/15,2015-11-30,2015-11-30,2,CO
1271,WPX Energy-Rev to 3/2/15,2015-07-09,2015-07-09,91,CO
1272,Zenith Education Group,2015-04-29,2015-04-29,152,CO
1273,Sports Authority - Lone Tree Store,2017-07-13,2017-07-13,70,CO
1274,SMA America Production LLC,2016-12-31,2016-12-31,220,CO
1275,Coleman,2016-12-20,2016-12-20,54,CO
1276,MV Public Transportation,2016-10-21,2016-10-21,52,CO
1278,Swissport,2016-09-16,2016-09-16,187,CO
1279,Climax Molybdenum Co - Henderson Mine & Mill - REV #4,2016-08-26,2016-08-26,200,CO
1280,Sports Authority - Store Support Center,2016-08-26,2016-08-26,144,CO
1281,General Dynamics Information Technology,2016-08-18,2016-08-18,60,CO
1282,Lake Region Medical - Layoffs 8-10-16,2016-08-10,2016-08-10,60,CO
1283,Integra,2016-08-04,2016-08-04,59,CO
1284,Honeywell Technology Solutions Inc - REV,2016-07-28,2016-07-28,210,CO
1285,Packaging Corporation of America,2016-07-25,2016-07-25,70,CO
1286,Excelsior,2016-07-20,2016-07-20,80,CO
1287,Northwest Pipe Company,2016-07-12,2016-07-12,65,CO
1288,CCA- Kit Carson Correctional Facility,2016-07-05,2016-07-05,141,CO
1289,Xerox State Healthcare,2016-06-27,2016-06-27,85,CO
1290,Sports Authority,2016-06-23,2016-06-23,70,CO
1294,Honeywell Technology Solutions Inc.,2016-06-02,2016-06-02,241,CO
1295,Sanjel,2016-05-31,2016-05-31,54,CO
1296,Sanjel,2016-05-31,2016-05-31,101,CO
1297,Sports Authority,2016-05-25,2016-05-25,461,CO
1298,Gaiam Inc.,2016-05-11,2016-05-11,34,CO
1299,DAL Global Services,2016-05-03,2016-05-03,104,CO
1300,XIO Technologies,2016-04-25,2016-04-25,107,CO
1301,Lake Region Medical - Layoffs 4/21 and or 4/24/16,2016-04-11,2016-04-11,19,CO
1302,Lake Region Medical - Layoffs 5/19 and/or 5/22/16,2016-04-11,2016-04-11,26,CO
1303,Lake Region Medical - Layoffs 5/5 and/or 5/8/16,2016-04-11,2016-04-11,31,CO
1304,Lake Region Medical - Layoffs 6/2 and/or 6/5/16,2016-04-11,2016-04-11,28,CO
1305,Baxter Healthcare,2016-04-05,2016-04-05,106,CO
1306,Xerox Business Services,2016-03-31,2016-03-31,328,CO
1307,Tubular Repair,2016-03-19,2016-03-19,7,CO
1309,MYCOM North America,2016-03-15,2016-03-15,2,CO
1310,WPX Energy,2016-03-10,2016-03-10,208,CO
1311,Jacobs Technology Inc - ETASS Group.,2016-02-29,2016-02-29,70,CO
1312,Bowie Resources LLC - Bowie Mine #2,2016-02-26,2016-02-26,102,CO
1314,Sports Authority,2016-02-23,2016-02-23,72,CO
1315,Vail Cascade,2016-02-17,2016-02-17,200,CO
1316,Honeywell,2016-02-12,2016-02-12,8,CO
1317,Startek,2016-02-10,2016-02-10,89,CO
1318,Leggett and Platt,2016-02-05,2016-02-05,62,CO
1319,Sky Hotel 39 Degrees,2016-02-05,2016-02-05,91,CO
1320,All Web Leads Inc.,2016-02-03,2016-02-03,103,CO
1321,Jones International University,2016-01-31,2016-01-31,28,CO
1322,VMWare,2016-01-26,2016-01-26,38,CO
1323,VMWare,2016-01-26,2016-01-26,48,CO
1324,Climax Molybdenum Co - Henderson Mine & Mill - REV#1,2016-01-25,2016-01-25,210,CO
1325,Republic Airways Holdings,2016-01-25,2016-01-25,158,CO
1326,Sprint,2016-01-22,2016-01-22,247,CO
1327,Concentrix,2016-01-18,2016-01-18,348,CO
1328,Walmart Store #3021,2016-01-15,2016-01-15,65,CO
1329,Walmart Store #5002,2016-01-15,2016-01-15,78,CO
1330,Safeway,2016-01-04,2016-01-04,98,CO
1331,Climax Molybdenum Co - Henderson Mine & Mill -,2015-11-03,2015-11-03,200,CO
1332,Albertsons Store #1886,2017-03-20,2017-03-20,72,CO
1333,All Aboard -Recinded on 3/31/17,2017-01-30,2017-01-30,117,CO
1334,Alorica,2017-10-30,2017-10-30,288,CO
1335,CA Concessions of Colorado,2017-12-04,2017-12-04,52,CO
1336,Cardon Outreach,2017-01-03,2017-01-03,60,CO
1337,Conduent Inc.,2017-05-19,2017-05-19,244,CO
1338,Dollar Express,2017-03-30,2017-03-30,37,CO
1339,Express Scripts,2017-02-22,2017-02-22,338,CO
1340,First Data,2017-10-13,2017-10-13,201,CO
1341,First Data - Update 1/2/18,2018-01-02,2018-01-02,149,CO
1342,K-Mart Corporation Store #04332,2018-01-04,2018-01-04,81,CO
1343,Lockheed Martin,2017-11-01,2017-11-01,79,CO
1344,Multi Packaging Solutions,2017-07-25,2017-07-25,98,CO
1345,National Ecological Observatory Network dba Battelle Ecology,2017-11-06,2017-11-06,55,CO
1346,National Planning Holdings Inc.,2017-12-14,2017-12-14,13,CO
1347,National Planning Holdings Inc.,2017-08-30,2017-08-30,42,CO
1348,Northrop Grumman,2017-11-02,2017-11-02,50,CO
1349,Northrop Grumman - Updated 1/2/18,2018-01-02,2018-01-02,85,CO
